relation,domains,ranges
starring,"{'http://dbpedia.org/ontology/CollectionOfValuables', 'http://dbpedia.org/ontology/TelevisionShow', 'http://dbpedia.org/ontology/LineOfFashion', 'http://dbpedia.org/ontology/TelevisionEpisode', 'http://dbpedia.org/ontology/Website', 'http://dbpedia.org/ontology/RadioProgram', 'http://dbpedia.org/ontology/WrittenWork', 'http://dbpedia.org/ontology/Document', 'http://dbpedia.org/ontology/Database', 'http://dbpedia.org/ontology/Software', 'http://dbpedia.org/ontology/MusicalWork', 'http://dbpedia.org/ontology/Film', 'http://dbpedia.org/ontology/TelevisionSeason', 'http://dbpedia.org/ontology/Artwork'}","{'http://dbpedia.org/ontology/AdultActor', 'http://dbpedia.org/ontology/VoiceActor'}"
isPartOf,set(),set()
frazioni,"{'http://dbpedia.org/ontology/HistoricalSettlement', 'http://dbpedia.org/ontology/Town', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/CityDistrict', 'http://dbpedia.org/ontology/Village'}","{'http://dbpedia.org/ontology/State', 'http://dbpedia.org/ontology/Island', 'http://dbpedia.org/ontology/Continent', 'http://dbpedia.org/ontology/Street', 'http://dbpedia.org/ontology/Territory', 'http://dbpedia.org/ontology/Intercommunality', 'http://dbpedia.org/ontology/Community', 'http://dbpedia.org/ontology/GatedCommunity', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/Agglomeration', 'http://dbpedia.org/ontology/Region', 'http://dbpedia.org/ontology/Country', 'http://dbpedia.org/ontology/Locality'}"
residence,"{'http://dbpedia.org/ontology/Cleric', 'http://dbpedia.org/ontology/Psychologist', 'http://dbpedia.org/ontology/PoliticianSpouse', 'http://dbpedia.org/ontology/Youtuber', 'http://dbpedia.org/ontology/Religious', 'http://dbpedia.org/ontology/Archeologist', 'http://dbpedia.org/ontology/Presenter', 'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/HorseTrainer', 'http://dbpedia.org/ontology/Politician', 'http://dbpedia.org/ontology/TheatreDirector', 'http://dbpedia.org/ontology/MovieDirector', 'http://dbpedia.org/ontology/Academic', 'http://dbpedia.org/ontology/Writer', 'http://dbpedia.org/ontology/OfficeHolder', 'http://dbpedia.org/ontology/Artist', 'http://dbpedia.org/ontology/Royalty', 'http://dbpedia.org/ontology/Egyptologist', 'http://dbpedia.org/ontology/Noble', 'http://dbpedia.org/ontology/Spy', 'http://dbpedia.org/ontology/Coach', 'http://dbpedia.org/ontology/Linguist', 'http://dbpedia.org/ontology/Engineer', 'http://dbpedia.org/ontology/Referee', 'http://dbpedia.org/ontology/BeautyQueen', 'http://dbpedia.org/ontology/Monarch', 'http://dbpedia.org/ontology/TelevisionDirector', 'http://dbpedia.org/ontology/Man', 'http://dbpedia.org/ontology/Architect', 'http://dbpedia.org/ontology/PoliceOfficer', 'http://dbpedia.org/ontology/Criminal', 'http://dbpedia.org/ontology/Judge', 'http://dbpedia.org/ontology/Producer', 'http://dbpedia.org/ontology/Chef', 'http://dbpedia.org/ontology/SportsManager', 'http://dbpedia.org/ontology/MemberResistanceMovement', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/DBpedian', 'http://dbpedia.org/ontology/Model', 'http://dbpedia.org/ontology/PlayboyPlaymate', 'http://dbpedia.org/ontology/OrganisationMember', 'http://dbpedia.org/ontology/MilitaryPerson', 'http://dbpedia.org/ontology/Philosopher', 'http://dbpedia.org/ontology/AmericanLeader', 'http://dbpedia.org/ontology/Economist', 'http://dbpedia.org/ontology/RomanEmperor', 'http://dbpedia.org/ontology/Journalist', 'http://dbpedia.org/ontology/Woman', 'http://dbpedia.org/ontology/Pilot', 'http://dbpedia.org/ontology/Astronaut', 'http://dbpedia.org/ontology/Lawyer', 'http://dbpedia.org/ontology/BusinessPerson', 'http://dbpedia.org/ontology/Aristocrat', 'http://dbpedia.org/ontology/Farmer'}","{'http://dbpedia.org/ontology/CountrySeat', 'http://dbpedia.org/ontology/Park', 'http://dbpedia.org/ontology/NaturalPlace', 'http://dbpedia.org/ontology/ProtectedArea', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/قبرستان', 'http://dbpedia.org/ontology/ConcentrationCamp', 'http://dbpedia.org/ontology/CelestialBody', 'http://dbpedia.org/ontology/SiteOfSpecialScientificInterest', 'http://dbpedia.org/ontology/WineRegion', 'http://dbpedia.org/ontology/Cemetery', 'http://dbpedia.org/ontology/Mine', 'http://dbpedia.org/ontology/HistoricPlace', 'http://dbpedia.org/ontology/Garden', 'http://dbpedia.org/ontology/WorldHeritageSite'}"
doctoralAdvisor,"{'http://dbpedia.org/ontology/Professor', 'http://dbpedia.org/ontology/Biologist', 'http://dbpedia.org/ontology/Medician', 'http://dbpedia.org/ontology/Entomologist'}","{'http://dbpedia.org/ontology/Cleric', 'http://dbpedia.org/ontology/Psychologist', 'http://dbpedia.org/ontology/PoliticianSpouse', 'http://dbpedia.org/ontology/Youtuber', 'http://dbpedia.org/ontology/Religious', 'http://dbpedia.org/ontology/Archeologist', 'http://dbpedia.org/ontology/Presenter', 'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/HorseTrainer', 'http://dbpedia.org/ontology/Politician', 'http://dbpedia.org/ontology/TheatreDirector', 'http://dbpedia.org/ontology/MovieDirector', 'http://dbpedia.org/ontology/Academic', 'http://dbpedia.org/ontology/Writer', 'http://dbpedia.org/ontology/OfficeHolder', 'http://dbpedia.org/ontology/Artist', 'http://dbpedia.org/ontology/Royalty', 'http://dbpedia.org/ontology/Egyptologist', 'http://dbpedia.org/ontology/Noble', 'http://dbpedia.org/ontology/Spy', 'http://dbpedia.org/ontology/Coach', 'http://dbpedia.org/ontology/Linguist', 'http://dbpedia.org/ontology/Engineer', 'http://dbpedia.org/ontology/Referee', 'http://dbpedia.org/ontology/BeautyQueen', 'http://dbpedia.org/ontology/Monarch', 'http://dbpedia.org/ontology/TelevisionDirector', 'http://dbpedia.org/ontology/Man', 'http://dbpedia.org/ontology/Architect', 'http://dbpedia.org/ontology/PoliceOfficer', 'http://dbpedia.org/ontology/Criminal', 'http://dbpedia.org/ontology/Judge', 'http://dbpedia.org/ontology/Producer', 'http://dbpedia.org/ontology/Chef', 'http://dbpedia.org/ontology/SportsManager', 'http://dbpedia.org/ontology/MemberResistanceMovement', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/DBpedian', 'http://dbpedia.org/ontology/Model', 'http://dbpedia.org/ontology/PlayboyPlaymate', 'http://dbpedia.org/ontology/OrganisationMember', 'http://dbpedia.org/ontology/MilitaryPerson', 'http://dbpedia.org/ontology/Philosopher', 'http://dbpedia.org/ontology/AmericanLeader', 'http://dbpedia.org/ontology/Economist', 'http://dbpedia.org/ontology/RomanEmperor', 'http://dbpedia.org/ontology/Journalist', 'http://dbpedia.org/ontology/Woman', 'http://dbpedia.org/ontology/Pilot', 'http://dbpedia.org/ontology/Astronaut', 'http://dbpedia.org/ontology/Lawyer', 'http://dbpedia.org/ontology/BusinessPerson', 'http://dbpedia.org/ontology/Aristocrat', 'http://dbpedia.org/ontology/Farmer'}"
timeZone,"{'http://dbpedia.org/ontology/CountrySeat', 'http://dbpedia.org/ontology/Park', 'http://dbpedia.org/ontology/NaturalPlace', 'http://dbpedia.org/ontology/ProtectedArea', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/قبرستان', 'http://dbpedia.org/ontology/ConcentrationCamp', 'http://dbpedia.org/ontology/CelestialBody', 'http://dbpedia.org/ontology/SiteOfSpecialScientificInterest', 'http://dbpedia.org/ontology/WineRegion', 'http://dbpedia.org/ontology/Cemetery', 'http://dbpedia.org/ontology/Mine', 'http://dbpedia.org/ontology/HistoricPlace', 'http://dbpedia.org/ontology/Garden', 'http://dbpedia.org/ontology/WorldHeritageSite'}",set()
border,set(),set()
associatedMusicalArtist,set(),"{'http://dbpedia.org/ontology/Instrumentalist', 'http://dbpedia.org/ontology/ClassicalMusicArtist', 'http://dbpedia.org/ontology/MusicDirector', 'http://dbpedia.org/ontology/BackScene', 'http://dbpedia.org/ontology/Singer'}"
sourceMountain,set(),set()
europeanAffiliation,set(),set()
homeStadium,set(),set()
language,set(),{'http://dbpedia.org/ontology/ProgrammingLanguage'}
operator,set(),set()
poleDriverCountry,set(),{'http://dbpedia.org/ontology/HistoricalCountry'}
mediaType,"{'http://dbpedia.org/ontology/Play', 'http://dbpedia.org/ontology/Poem', 'http://dbpedia.org/ontology/PeriodicalLiterature', 'http://dbpedia.org/ontology/Article', 'http://dbpedia.org/ontology/Annotation', 'http://dbpedia.org/ontology/Drama', 'http://dbpedia.org/ontology/Resume', 'http://dbpedia.org/ontology/StatedResolution', 'http://dbpedia.org/ontology/Law', 'http://dbpedia.org/ontology/Treaty', 'http://dbpedia.org/ontology/Book', 'http://dbpedia.org/ontology/Quote', 'http://dbpedia.org/ontology/Letter', 'http://dbpedia.org/ontology/MultiVolumePublication', 'http://dbpedia.org/ontology/Comic'}",set()
editor,set(),"{'http://dbpedia.org/ontology/Family', 'http://dbpedia.org/ontology/Employer', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Deity', 'http://dbpedia.org/ontology/FictionalCharacter'}"
ground,{'http://dbpedia.org/ontology/NationalSoccerClub'},"{'http://dbpedia.org/ontology/CountrySeat', 'http://dbpedia.org/ontology/Park', 'http://dbpedia.org/ontology/NaturalPlace', 'http://dbpedia.org/ontology/ProtectedArea', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/قبرستان', 'http://dbpedia.org/ontology/ConcentrationCamp', 'http://dbpedia.org/ontology/CelestialBody', 'http://dbpedia.org/ontology/SiteOfSpecialScientificInterest', 'http://dbpedia.org/ontology/WineRegion', 'http://dbpedia.org/ontology/Cemetery', 'http://dbpedia.org/ontology/Mine', 'http://dbpedia.org/ontology/HistoricPlace', 'http://dbpedia.org/ontology/Garden', 'http://dbpedia.org/ontology/WorldHeritageSite'}"
restingPlace,"{'http://dbpedia.org/ontology/Cleric', 'http://dbpedia.org/ontology/Psychologist', 'http://dbpedia.org/ontology/PoliticianSpouse', 'http://dbpedia.org/ontology/Youtuber', 'http://dbpedia.org/ontology/Religious', 'http://dbpedia.org/ontology/Archeologist', 'http://dbpedia.org/ontology/Presenter', 'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/HorseTrainer', 'http://dbpedia.org/ontology/Politician', 'http://dbpedia.org/ontology/TheatreDirector', 'http://dbpedia.org/ontology/MovieDirector', 'http://dbpedia.org/ontology/Academic', 'http://dbpedia.org/ontology/Writer', 'http://dbpedia.org/ontology/OfficeHolder', 'http://dbpedia.org/ontology/Artist', 'http://dbpedia.org/ontology/Royalty', 'http://dbpedia.org/ontology/Egyptologist', 'http://dbpedia.org/ontology/Noble', 'http://dbpedia.org/ontology/Spy', 'http://dbpedia.org/ontology/Coach', 'http://dbpedia.org/ontology/Linguist', 'http://dbpedia.org/ontology/Engineer', 'http://dbpedia.org/ontology/Referee', 'http://dbpedia.org/ontology/BeautyQueen', 'http://dbpedia.org/ontology/Monarch', 'http://dbpedia.org/ontology/TelevisionDirector', 'http://dbpedia.org/ontology/Man', 'http://dbpedia.org/ontology/Architect', 'http://dbpedia.org/ontology/PoliceOfficer', 'http://dbpedia.org/ontology/Criminal', 'http://dbpedia.org/ontology/Judge', 'http://dbpedia.org/ontology/Producer', 'http://dbpedia.org/ontology/Chef', 'http://dbpedia.org/ontology/SportsManager', 'http://dbpedia.org/ontology/MemberResistanceMovement', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/DBpedian', 'http://dbpedia.org/ontology/Model', 'http://dbpedia.org/ontology/PlayboyPlaymate', 'http://dbpedia.org/ontology/OrganisationMember', 'http://dbpedia.org/ontology/MilitaryPerson', 'http://dbpedia.org/ontology/Philosopher', 'http://dbpedia.org/ontology/AmericanLeader', 'http://dbpedia.org/ontology/Economist', 'http://dbpedia.org/ontology/RomanEmperor', 'http://dbpedia.org/ontology/Journalist', 'http://dbpedia.org/ontology/Woman', 'http://dbpedia.org/ontology/Pilot', 'http://dbpedia.org/ontology/Astronaut', 'http://dbpedia.org/ontology/Lawyer', 'http://dbpedia.org/ontology/BusinessPerson', 'http://dbpedia.org/ontology/Aristocrat', 'http://dbpedia.org/ontology/Farmer'}","{'http://dbpedia.org/ontology/CountrySeat', 'http://dbpedia.org/ontology/Park', 'http://dbpedia.org/ontology/NaturalPlace', 'http://dbpedia.org/ontology/ProtectedArea', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/قبرستان', 'http://dbpedia.org/ontology/ConcentrationCamp', 'http://dbpedia.org/ontology/CelestialBody', 'http://dbpedia.org/ontology/SiteOfSpecialScientificInterest', 'http://dbpedia.org/ontology/WineRegion', 'http://dbpedia.org/ontology/Cemetery', 'http://dbpedia.org/ontology/Mine', 'http://dbpedia.org/ontology/HistoricPlace', 'http://dbpedia.org/ontology/Garden', 'http://dbpedia.org/ontology/WorldHeritageSite'}"
whaDraftTeam,set(),set()
councilArea,"{'http://dbpedia.org/ontology/State', 'http://dbpedia.org/ontology/Island', 'http://dbpedia.org/ontology/Continent', 'http://dbpedia.org/ontology/Street', 'http://dbpedia.org/ontology/Territory', 'http://dbpedia.org/ontology/Intercommunality', 'http://dbpedia.org/ontology/Community', 'http://dbpedia.org/ontology/GatedCommunity', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/Agglomeration', 'http://dbpedia.org/ontology/Region', 'http://dbpedia.org/ontology/Country', 'http://dbpedia.org/ontology/Locality'}","{'http://dbpedia.org/ontology/State', 'http://dbpedia.org/ontology/Island', 'http://dbpedia.org/ontology/Continent', 'http://dbpedia.org/ontology/Street', 'http://dbpedia.org/ontology/Territory', 'http://dbpedia.org/ontology/Intercommunality', 'http://dbpedia.org/ontology/Community', 'http://dbpedia.org/ontology/GatedCommunity', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/Agglomeration', 'http://dbpedia.org/ontology/Region', 'http://dbpedia.org/ontology/Country', 'http://dbpedia.org/ontology/Locality'}"
regionalLanguage,"{'http://dbpedia.org/ontology/State', 'http://dbpedia.org/ontology/Island', 'http://dbpedia.org/ontology/Continent', 'http://dbpedia.org/ontology/Street', 'http://dbpedia.org/ontology/Territory', 'http://dbpedia.org/ontology/Intercommunality', 'http://dbpedia.org/ontology/Community', 'http://dbpedia.org/ontology/GatedCommunity', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/Agglomeration', 'http://dbpedia.org/ontology/Region', 'http://dbpedia.org/ontology/Country', 'http://dbpedia.org/ontology/Locality'}",{'http://dbpedia.org/ontology/ProgrammingLanguage'}
sisterStation,"{'http://dbpedia.org/ontology/BroadcastNetwork', 'http://dbpedia.org/ontology/TelevisionStation', 'http://dbpedia.org/ontology/RadioStation'}","{'http://dbpedia.org/ontology/BroadcastNetwork', 'http://dbpedia.org/ontology/TelevisionStation', 'http://dbpedia.org/ontology/RadioStation'}"
architecturalStyle,"{'http://dbpedia.org/ontology/Monument', 'http://dbpedia.org/ontology/Infrastucture', 'http://dbpedia.org/ontology/Tower', 'http://dbpedia.org/ontology/AmusementParkAttraction', 'http://dbpedia.org/ontology/Zoo', 'http://dbpedia.org/ontology/Arena', 'http://dbpedia.org/ontology/Pyramid', 'http://dbpedia.org/ontology/MilitaryStructure', 'http://dbpedia.org/ontology/Mill', 'http://dbpedia.org/ontology/Tunnel', 'http://dbpedia.org/ontology/Infrastructure', 'http://dbpedia.org/ontology/Square', 'http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/SportFacility'}",set()
parent,"{'http://dbpedia.org/ontology/Cleric', 'http://dbpedia.org/ontology/Psychologist', 'http://dbpedia.org/ontology/PoliticianSpouse', 'http://dbpedia.org/ontology/Youtuber', 'http://dbpedia.org/ontology/Religious', 'http://dbpedia.org/ontology/Archeologist', 'http://dbpedia.org/ontology/Presenter', 'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/HorseTrainer', 'http://dbpedia.org/ontology/Politician', 'http://dbpedia.org/ontology/TheatreDirector', 'http://dbpedia.org/ontology/MovieDirector', 'http://dbpedia.org/ontology/Academic', 'http://dbpedia.org/ontology/Writer', 'http://dbpedia.org/ontology/OfficeHolder', 'http://dbpedia.org/ontology/Artist', 'http://dbpedia.org/ontology/Royalty', 'http://dbpedia.org/ontology/Egyptologist', 'http://dbpedia.org/ontology/Noble', 'http://dbpedia.org/ontology/Spy', 'http://dbpedia.org/ontology/Coach', 'http://dbpedia.org/ontology/Linguist', 'http://dbpedia.org/ontology/Engineer', 'http://dbpedia.org/ontology/Referee', 'http://dbpedia.org/ontology/BeautyQueen', 'http://dbpedia.org/ontology/Monarch', 'http://dbpedia.org/ontology/TelevisionDirector', 'http://dbpedia.org/ontology/Man', 'http://dbpedia.org/ontology/Architect', 'http://dbpedia.org/ontology/PoliceOfficer', 'http://dbpedia.org/ontology/Criminal', 'http://dbpedia.org/ontology/Judge', 'http://dbpedia.org/ontology/Producer', 'http://dbpedia.org/ontology/Chef', 'http://dbpedia.org/ontology/SportsManager', 'http://dbpedia.org/ontology/MemberResistanceMovement', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/DBpedian', 'http://dbpedia.org/ontology/Model', 'http://dbpedia.org/ontology/PlayboyPlaymate', 'http://dbpedia.org/ontology/OrganisationMember', 'http://dbpedia.org/ontology/MilitaryPerson', 'http://dbpedia.org/ontology/Philosopher', 'http://dbpedia.org/ontology/AmericanLeader', 'http://dbpedia.org/ontology/Economist', 'http://dbpedia.org/ontology/RomanEmperor', 'http://dbpedia.org/ontology/Journalist', 'http://dbpedia.org/ontology/Woman', 'http://dbpedia.org/ontology/Pilot', 'http://dbpedia.org/ontology/Astronaut', 'http://dbpedia.org/ontology/Lawyer', 'http://dbpedia.org/ontology/BusinessPerson', 'http://dbpedia.org/ontology/Aristocrat', 'http://dbpedia.org/ontology/Farmer'}","{'http://dbpedia.org/ontology/Cleric', 'http://dbpedia.org/ontology/Psychologist', 'http://dbpedia.org/ontology/PoliticianSpouse', 'http://dbpedia.org/ontology/Youtuber', 'http://dbpedia.org/ontology/Religious', 'http://dbpedia.org/ontology/Archeologist', 'http://dbpedia.org/ontology/Presenter', 'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/HorseTrainer', 'http://dbpedia.org/ontology/Politician', 'http://dbpedia.org/ontology/TheatreDirector', 'http://dbpedia.org/ontology/MovieDirector', 'http://dbpedia.org/ontology/Academic', 'http://dbpedia.org/ontology/Writer', 'http://dbpedia.org/ontology/OfficeHolder', 'http://dbpedia.org/ontology/Artist', 'http://dbpedia.org/ontology/Royalty', 'http://dbpedia.org/ontology/Egyptologist', 'http://dbpedia.org/ontology/Noble', 'http://dbpedia.org/ontology/Spy', 'http://dbpedia.org/ontology/Coach', 'http://dbpedia.org/ontology/Linguist', 'http://dbpedia.org/ontology/Engineer', 'http://dbpedia.org/ontology/Referee', 'http://dbpedia.org/ontology/BeautyQueen', 'http://dbpedia.org/ontology/Monarch', 'http://dbpedia.org/ontology/TelevisionDirector', 'http://dbpedia.org/ontology/Man', 'http://dbpedia.org/ontology/Architect', 'http://dbpedia.org/ontology/PoliceOfficer', 'http://dbpedia.org/ontology/Criminal', 'http://dbpedia.org/ontology/Judge', 'http://dbpedia.org/ontology/Producer', 'http://dbpedia.org/ontology/Chef', 'http://dbpedia.org/ontology/SportsManager', 'http://dbpedia.org/ontology/MemberResistanceMovement', 'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/DBpedian', 'http://dbpedia.org/ontology/Model', 'http://dbpedia.org/ontology/PlayboyPlaymate', 'http://dbpedia.org/ontology/OrganisationMember', 'http://dbpedia.org/ontology/MilitaryPerson', 'http://dbpedia.org/ontology/Philosopher', 'http://dbpedia.org/ontology/AmericanLeader', 'http://dbpedia.org/ontology/Economist', 'http://dbpedia.org/ontology/RomanEmperor', 'http://dbpedia.org/ontology/Journalist', 'http://dbpedia.org/ontology/Woman', 'http://dbpedia.org/ontology/Pilot', 'http://dbpedia.org/ontology/Astronaut', 'http://dbpedia.org/ontology/Lawyer', 'http://dbpedia.org/ontology/BusinessPerson', 'http://dbpedia.org/ontology/Aristocrat', 'http://dbpedia.org/ontology/Farmer'}"
